MAE,RMSE,Loss,RegLoss,epoch
1919754.625,2148438.25,2.5425705909729004,0.0,0
1891679.75,2114575.75,2.500943422317505,0.0,1
1864129.5,2102290.0,2.4611740112304688,0.0,2
1811385.25,2055434.25,2.3923161029815674,0.0,3
1752674.875,1998945.125,2.305628776550293,0.0,4
1697313.375,1930109.75,2.2233786582946777,0.0,5
1688709.0,1908849.125,2.2219059467315674,0.0,6
1619024.375,1833288.875,2.10568904876709,0.0,7
1544930.125,1745322.125,1.9777204990386963,0.0,8
1481944.625,1661640.125,1.885733962059021,0.0,9
1422842.125,1585806.0,1.7832255363464355,0.0,10
1345502.5,1494926.25,1.6770178079605103,0.0,11
1240526.875,1371295.5,1.5108931064605713,0.0,12
1139626.125,1247041.5,1.3584020137786865,0.0,13
1003418.0,1088518.25,1.1430974006652832,0.0,14
875037.75,941251.125,0.9478539228439331,0.0,15
724118.375,770930.75,0.716552734375,0.0,16
563039.9375,589898.75,0.4752221703529358,0.0,17
392940.875,410852.34375,0.23919671773910522,0.0,18
246019.671875,265569.21875,0.09838175028562546,0.0,19
175449.390625,207774.5,0.06733392924070358,0.0,20
145259.359375,187767.8125,0.057561177760362625,0.0,21
132917.40625,173442.453125,0.05122704058885574,0.0,22
113218.5859375,146394.46875,0.035053566098213196,0.0,23
97199.515625,122516.4453125,0.023395773023366928,0.0,24
88200.859375,110253.578125,0.017524205148220062,0.0,25
79651.984375,97364.75,0.013390741311013699,0.0,26
73198.640625,89086.0078125,0.010894985869526863,0.0,27
67931.796875,82205.6484375,0.009259851649403572,0.0,28
62715.296875,76430.1484375,0.007798399310559034,0.0,29
59490.76953125,72764.6015625,0.007062230724841356,0.0,30
55603.85546875,68071.453125,0.00611262209713459,0.0,31
53130.11328125,65267.04296875,0.0055508739314973354,0.0,32
51269.078125,62926.41796875,0.005134908948093653,0.0,33
50233.98828125,61194.20703125,0.004848649725317955,0.0,34
49307.13671875,60127.98046875,0.004612704738974571,0.0,35
47621.359375,58652.3828125,0.004347553011029959,0.0,36
47120.74609375,58017.296875,0.004240475594997406,0.0,37
45825.265625,56183.328125,0.004041646141558886,0.0,38
44872.15625,55105.73046875,0.0038721859455108643,0.0,39
44544.3203125,54584.515625,0.003822069615125656,0.0,40
44047.4765625,54655.48828125,0.003771235467866063,0.0,41
44458.51171875,54894.35546875,0.0038308175280690193,0.0,42
43729.43359375,54459.953125,0.003713718382641673,0.0,43
43660.42578125,53544.26953125,0.0036629897076636553,0.0,44
43827.21875,53282.390625,0.0036874536890536547,0.0,45
41244.0703125,50851.8828125,0.0033718240447342396,0.0,46
41149.10546875,51295.08203125,0.0033716086763888597,0.0,47
40901.07421875,50626.890625,0.0033183591440320015,0.0,48
40681.0703125,50274.12109375,0.003287863451987505,0.0,49
39907.33203125,49858.265625,0.003186379559338093,0.0,50
