MAE,RMSE,Loss,RegLoss,epoch
1421217.375,1720874.75,1.3841274976730347,0.0,0
1382669.0,1677915.625,1.3329590559005737,0.0,1
1345588.875,1633309.0,1.283855676651001,0.0,2
1300038.375,1583416.375,1.2294979095458984,0.0,3
1252495.0,1522621.75,1.1685667037963867,0.0,4
1200979.125,1480017.625,1.1036913394927979,0.0,5
1146545.875,1401642.75,1.0382795333862305,0.0,6
1066388.125,1325629.625,0.9444600939750671,0.0,7
999089.3125,1259471.25,0.8668031096458435,0.0,8
919723.0,1158619.875,0.780081570148468,0.0,9
842590.8125,1082559.25,0.6907056570053101,0.0,10
764980.9375,980257.125,0.6007092595100403,0.0,11
690947.0625,890908.1875,0.5124465227127075,0.0,12
607381.625,777030.3125,0.4170377254486084,0.0,13
528635.625,690129.3125,0.3302769660949707,0.0,14
453834.5625,589470.125,0.25473326444625854,0.0,15
390545.84375,508763.34375,0.19251561164855957,0.0,16
347642.6875,447515.0,0.15195514261722565,0.0,17
320450.65625,398323.9375,0.12673352658748627,0.0,18
303624.0,367205.3125,0.1116713136434555,0.0,19
286721.84375,338882.84375,0.09871159493923187,0.0,20
270174.5625,321195.5,0.08730704337358475,0.0,21
253336.828125,299765.3125,0.07691290229558945,0.0,22
234342.421875,275198.90625,0.06572015583515167,0.0,23
218354.28125,257180.0,0.056402888149023056,0.0,24
201304.109375,238040.453125,0.048136647790670395,0.0,25
184741.796875,218135.03125,0.040506262332201004,0.0,26
170039.78125,201270.546875,0.03419286757707596,0.0,27
156336.640625,183891.25,0.02882220968604088,0.0,28
144446.21875,168468.984375,0.024528207257390022,0.0,29
133528.0,154764.46875,0.021092234179377556,0.0,30
122858.4375,142211.25,0.01810993254184723,0.0,31
114064.359375,132172.5625,0.01591869443655014,0.0,32
107104.8203125,123693.515625,0.014195757918059826,0.0,33
100657.3515625,115606.2109375,0.012783084996044636,0.0,34
95675.859375,109503.9609375,0.011777585372328758,0.0,35
90813.421875,105236.296875,0.010881291702389717,0.0,36
86728.1953125,100876.0859375,0.010185664519667625,0.0,37
82402.015625,96218.828125,0.009630908258259296,0.0,38
78828.0390625,93026.2265625,0.009081097319722176,0.0,39
76561.6796875,90219.546875,0.008720875717699528,0.0,40
74062.4140625,88041.7734375,0.008360777981579304,0.0,41
72003.3515625,86401.578125,0.008208146318793297,0.0,42
70320.078125,84137.7109375,0.007817604579031467,0.0,43
67976.5390625,82324.171875,0.007471737917512655,0.0,44
67201.0390625,81892.203125,0.0073470985516905785,0.0,45
65210.94140625,79004.296875,0.007097016088664532,0.0,46
64171.47265625,78178.9921875,0.0069290949031710625,0.0,47
63352.7890625,77607.0703125,0.00674666790291667,0.0,48
62619.66796875,75769.984375,0.006618299055844545,0.0,49
62065.59375,75991.6796875,0.0065893689170479774,0.0,50
61417.33984375,75443.234375,0.006449386477470398,0.0,51
61271.05078125,75426.4921875,0.00661874283105135,0.0,52
60331.37890625,74074.765625,0.006229258608072996,0.0,53
60536.5234375,73676.4453125,0.006294687744230032,0.0,54
61029.75,74944.5625,0.006547877099364996,0.0,55
60222.44140625,74031.9453125,0.006356820464134216,0.0,56
59493.90625,73399.015625,0.006291144993156195,0.0,57
59194.21484375,73901.6796875,0.006262917537242174,0.0,58
57556.8984375,71824.8671875,0.005894165486097336,0.0,59
57850.1015625,71269.1640625,0.00586125859990716,0.0,60
58105.3984375,71630.2421875,0.005916930735111237,0.0,61
58161.77734375,71727.5546875,0.006042692344635725,0.0,62
57521.19921875,71097.5390625,0.005909171886742115,0.0,63
59265.84765625,72508.5078125,0.006246485747396946,0.0,64
57610.8515625,71899.65625,0.005997771862894297,0.0,65
56915.54296875,70211.390625,0.005773109383881092,0.0,66
57238.52734375,70914.921875,0.005820682737976313,0.0,67
57649.46875,71365.5078125,0.005960897542536259,0.0,68
56217.6875,69947.96875,0.0056344191543757915,0.0,69
56858.91015625,70459.484375,0.00574087118729949,0.0,70
56487.89453125,71297.2578125,0.005890377797186375,0.0,71
58732.04296875,72533.4921875,0.0061036450788378716,0.0,72
58581.91015625,72138.1015625,0.006049164105206728,0.0,73
58952.01171875,75453.171875,0.006761569529771805,0.0,74
56510.12109375,70900.8203125,0.0059021166525781155,0.0,75
56975.54296875,71049.109375,0.005979832727462053,0.0,76
56427.40625,69816.3359375,0.005758050829172134,0.0,77
57421.02734375,71189.6015625,0.005959982518106699,0.0,78
56703.51171875,70441.015625,0.00589224835857749,0.0,79
57577.3515625,70270.796875,0.005860577803105116,0.0,80
56569.84375,71661.9921875,0.005965374875813723,0.0,81
55926.95703125,70965.484375,0.00597247201949358,0.0,82
56696.03515625,70475.2421875,0.005976420361548662,0.0,83
58168.77734375,72803.078125,0.006341275759041309,0.0,84
57712.2578125,71978.3515625,0.006198778282850981,0.0,85
55770.48828125,70061.2109375,0.005765235982835293,0.0,86
56036.3125,69827.2890625,0.005765954963862896,0.0,87
56408.76953125,70792.6015625,0.006070347037166357,0.0,88
56145.87109375,72138.78125,0.006161999888718128,0.0,89
57722.40234375,72770.4296875,0.006352595053613186,0.0,90
58930.0625,75421.7578125,0.006734752561897039,0.0,91
57154.3125,71625.5390625,0.006035829894244671,0.0,92
58368.28515625,74523.546875,0.006708558648824692,0.0,93
57857.51171875,71751.015625,0.006078931502997875,0.0,94
54937.91015625,68572.7578125,0.005597800947725773,0.0,95
56620.20703125,71863.796875,0.006282875780016184,0.0,96
57615.9609375,71578.859375,0.006261846981942654,0.0,97
56865.44140625,70275.8046875,0.0057816216722130775,0.0,98
56162.74609375,70644.984375,0.005955392960458994,0.0,99
